idx,labels
89502,10
89503,5
89504,8
89505,14
89506,13
89507,8
89508,13
89509,5
89510,16
89511,1
89512,8
89513,3
89514,18
89515,13
89516,5
89517,4
89518,13
89519,13
89520,5
89521,13
89522,2
89523,20
89524,20
89525,19
89526,9
89527,7
89528,8
89529,8
89530,6
89531,8
89532,10
89533,14
89534,20
89535,5
89536,10
89537,1
89538,20
89539,8
89540,2
89541,2
89542,5
89543,18
89544,10
89545,6
89546,8
89547,3
89548,17
89549,8
89550,6
89551,1
89552,6
89553,20
89554,2
89555,5
89556,8
89557,8
89558,7
89559,2
89560,11
89561,17
89562,13
89563,8
89564,1
89565,13
89566,1
89567,17
89568,13
89569,18
89570,19
89571,8
89572,18
89573,1
89574,20
89575,13
89576,13
89577,19
89578,13
89579,5
89580,13
89581,1
89582,3
89583,20
89584,1
89585,9
89586,20
89587,13
89588,1
89589,2
89590,2
89591,3
89592,15
89593,1
89594,9
89595,8
89596,3
89597,11
89598,9
89599,6
89600,7
89601,9
89602,6
89603,9
89604,14
89605,10
89606,5
89607,2
89608,13
89609,5
89610,5
89611,2
89612,14
89613,9
89614,3
89615,8
89616,2
89617,15
89618,6
89619,8
89620,8
89621,12
89622,8
89623,14
89624,20
89625,1
89626,13
89627,1
89628,5
89629,20
89630,5
89631,6
89632,5
89633,3
89634,5
89635,9
89636,9
89637,6
89638,13
89639,17
89640,2
89641,16
89642,20
89643,8
89644,3
89645,20
89646,2
89647,13
89648,20
89649,10
89650,20
89651,3
89652,18
89653,15
89654,13
89655,20
89656,18
89657,8
89658,3
89659,8
89660,13
89661,5
89662,8
89663,8
89664,9
89665,8
89666,9
89667,13
89668,8
89669,17
89670,17
89671,8
89672,3
89673,18
89674,8
89675,11
89676,2
89677,20
89678,6
89679,13
89680,14
89681,13
89682,14
89683,6
89684,9
89685,1
89686,18
89687,8
89688,6
89689,9
89690,13
89691,1
89692,13
89693,5
89694,1
89695,10
89696,13
89697,20
89698,16
89699,5
89700,1
89701,6
89702,1
89703,13
89704,11
89705,2
89706,8
89707,9
89708,6
89709,8
89710,2
89711,8
89712,18
89713,8
89714,8
89715,5
89716,20
89717,16
89718,6
89719,1
89720,9
89721,6
89722,5
89723,20
89724,1
89725,2
89726,20
89727,18
89728,13
89729,9
89730,2
89731,13
89732,8
89733,11
89734,9
89735,1
89736,8
89737,6
89738,8
89739,2
89740,8
89741,17
89742,11
89743,1
89744,8
89745,9
89746,7
89747,14
89748,8
89749,10
89750,8
89751,1
89752,20
89753,13
89754,20
89755,17
89756,16
89757,13
89758,5
89759,20
89760,6
89761,10
89762,13
89763,6
89764,6
89765,15
89766,16
89767,2
89768,13
89769,10
89770,8
89771,9
89772,14
89773,8
89774,4
89775,8
89776,10
89777,8
89778,3
89779,1
89780,6
89781,8
89782,18
89783,18
89784,16
89785,9
89786,17
89787,13
89788,8
89789,19
89790,16
89791,18
89792,6
89793,13
89794,7
89795,17
89796,13
89797,8
89798,20
89799,3
89800,8
89801,8
89802,9
89803,20
89804,13
89805,9
89806,1
89807,7
89808,5
89809,5
89810,2
89811,2
89812,5
89813,3
89814,10
89815,5
89816,20
89817,8
89818,10
89819,14
89820,15
89821,19
89822,15
89823,17
89824,5
89825,20
89826,3
89827,3
89828,5
89829,8
89830,8
89831,19
89832,8
89833,13
89834,1
89835,13
89836,9
89837,6
89838,2
89839,18
89840,1
89841,12
89842,13
89843,4
89844,14
89845,8
89846,20
89847,1
89848,5
89849,9
89850,8
89851,1
89852,7
89853,15
89854,13
89855,1
89856,11
89857,10
89858,13
89859,12
89860,13
89861,16
89862,1
89863,3
89864,14
89865,3
89866,5
89867,9
89868,1
89869,10
89870,3
89871,13
89872,19
89873,18
89874,3
89875,8
89876,9
89877,19
89878,20
89879,18
89880,11
89881,9
89882,8
89883,11
89884,20
89885,5
89886,9
89887,7
89888,19
89889,19
89890,15
89891,9
89892,2
89893,7
89894,1
89895,3
89896,1
89897,11
89898,1
89899,6
89900,9
89901,13
89902,9
89903,20
89904,10
89905,4
89906,6
89907,5
89908,1
89909,9
89910,6
89911,14
89912,9
89913,16
89914,15
89915,1
89916,8
89917,12
89918,4
89919,5
89920,8
89921,1
89922,16
89923,3
89924,18
89925,5
89926,11
89927,10
89928,19
89929,2
89930,5
89931,15
89932,9
89933,13
89934,3
89935,5
89936,15
89937,13
89938,3
89939,1
89940,13
89941,8
89942,2
89943,19
89944,10
89945,10
89946,1
89947,10
89948,6
89949,8
89950,5
89951,8
89952,7
89953,15
89954,3
89955,4
89956,9
89957,19
89958,16
89959,20
89960,13
89961,5
89962,9
89963,13
89964,8
89965,8
89966,1
89967,1
89968,13
89969,5
89970,13
89971,20
89972,20
89973,3
89974,13
89975,14
89976,20
89977,9
89978,13
89979,8
89980,10
89981,3
89982,13
89983,5
89984,1
89985,13
89986,1
89987,20
89988,9
89989,1
89990,14
89991,13
89992,9
89993,9
89994,13
89995,5
89996,13
89997,8
89998,16
89999,2
90000,3
90001,16
90002,20
90003,8
90004,8
90005,3
90006,6
90007,1
90008,16
90009,13
90010,6
90011,2
90012,13
90013,3
90014,14
90015,9
90016,6
90017,6
90018,13
90019,2
90020,13
90021,8
90022,19
90023,8
90024,8
90025,10
90026,8
90027,1
90028,10
90029,8
90030,13
90031,20
90032,8
90033,1
90034,2
90035,8
90036,7
90037,20
90038,11
90039,18
90040,1
90041,8
90042,6
90043,11
90044,16
90045,8
90046,9
90047,1
90048,2
90049,13
90050,1
90051,9
90052,20
90053,9
90054,13
90055,20
90056,5
90057,3
90058,5
90059,8
90060,18
90061,4
90062,14
90063,10
90064,13
90065,2
90066,12
90067,5
90068,6
90069,1
90070,3
90071,3
90072,10
90073,5
90074,4
90075,20
90076,13
90077,5
90078,20
90079,14
90080,16
90081,9
90082,15
90083,9
90084,19
90085,1
90086,1
90087,16
90088,20
90089,9
90090,6
90091,11
90092,11
90093,1
90094,14
90095,8
90096,19
90097,1
90098,3
90099,8
90100,11
90101,14
90102,13
90103,1
90104,5
90105,20
90106,20
90107,8
90108,6
90109,3
90110,13
90111,10
90112,9
90113,8
90114,9
90115,1
90116,2
90117,8
90118,2
90119,3
90120,20
90121,13
90122,3
90123,1
90124,8
90125,6
90126,1
90127,1
90128,8
90129,9
90130,9
90131,6
90132,8
90133,13
90134,13
90135,1
90136,15
90137,3
90138,13
90139,17
90140,11
90141,4
90142,14
90143,4
90144,5
90145,18
90146,17
90147,20
90148,8
90149,11
90150,6
90151,13
90152,15
90153,5
90154,2
90155,6
90156,15
90157,8
90158,20
90159,1
90160,9
90161,2
90162,3
90163,16
90164,6
90165,8
90166,14
90167,13
90168,20
90169,18
90170,14
90171,8
90172,20
90173,17
90174,8
90175,13
90176,8
90177,14
90178,6
90179,8
90180,1
90181,8
90182,8
90183,3
90184,10
90185,1
90186,18
90187,13
90188,7
90189,9
90190,3
90191,13
90192,9
90193,11
90194,5
90195,9
90196,10
90197,3
90198,8
90199,6
90200,9
90201,1
90202,18
90203,14
90204,14
90205,17
90206,13
90207,6
90208,9
90209,13
90210,18
90211,8
90212,20
90213,13
90214,13
90215,8
90216,8
90217,1
90218,8
90219,6
90220,1
90221,14
90222,9
90223,10
90224,8
90225,14
90226,13
90227,4
90228,19
90229,8
90230,13
90231,8
90232,1
90233,1
90234,14
90235,1
90236,15
90237,5
90238,13
90239,2
90240,14
90241,10
90242,13
90243,10
90244,6
90245,1
90246,6
90247,13
90248,12
90249,5
90250,8
90251,6
90252,8
90253,8
90254,17
90255,8
90256,14
90257,12
90258,11
90259,1
90260,14
90261,13
90262,1
90263,1
90264,11
90265,12
90266,20
90267,1
90268,4
90269,8
90270,14
90271,8
90272,20
90273,9
90274,12
90275,2
90276,8
90277,1
90278,14
90279,9
90280,18
90281,1
90282,4
90283,10
90284,10
90285,2
90286,8
90287,1
90288,13
90289,20
90290,1
90291,11
90292,5
90293,9
90294,13
90295,13
90296,9
90297,1
90298,8
90299,3
90300,1
90301,20
90302,8
90303,9
90304,20
90305,10
90306,5
90307,1
90308,13
90309,13
90310,8
90311,13
90312,8
90313,13
90314,8
90315,6
90316,1
90317,16
90318,13
90319,19
90320,8
90321,6
90322,8
90323,4
90324,13
90325,20
90326,20
90327,20
90328,18
90329,16
90330,18
90331,1
90332,18
90333,1
90334,20
90335,8
90336,1
90337,13
90338,8
90339,5
90340,13
90341,19
90342,9
90343,20
90344,6
90345,13
90346,6
90347,3
90348,8
90349,1
90350,12
90351,10
90352,8
90353,9
90354,11
90355,13
90356,1
90357,2
90358,20
90359,13
90360,20
90361,3
90362,8
90363,11
90364,1
90365,13
90366,6
90367,7
90368,15
90369,8
90370,1
90371,5
90372,2
90373,11
90374,8
90375,6
90376,4
90377,20
90378,6
90379,6
90380,1
90381,5
90382,1
90383,19
90384,13
90385,1
90386,8
90387,13
90388,8
90389,8
90390,7
90391,18
90392,1
90393,8
90394,8
90395,1
90396,13
90397,13
90398,1
90399,3
90400,2
90401,3
90402,1
90403,8
90404,8
90405,1
90406,3
90407,10
90408,5
90409,1
90410,18
90411,13
90412,11
90413,19
90414,10
90415,9
90416,10
90417,20
90418,1
90419,6
90420,11
90421,20
90422,19
90423,8
90424,19
90425,8
90426,13
90427,13
90428,20
90429,1
90430,3
90431,9
90432,6
90433,9
90434,5
90435,20
90436,2
90437,13
90438,2
90439,8
90440,9
90441,8
90442,19
90443,5
90444,5
90445,17
90446,3
90447,13
90448,11
90449,11
90450,2
90451,8
90452,2
90453,13
90454,2
90455,20
90456,1
90457,8
90458,11
90459,18
90460,4
90461,13
90462,10
90463,6
90464,13
90465,2
90466,17
90467,9
90468,3
90469,12
90470,13
90471,19
90472,3
90473,20
90474,8
90475,5
90476,6
90477,8
90478,19
90479,13
90480,20
90481,5
90482,2
90483,1
90484,5
90485,1
90486,13
90487,5
90488,13
90489,4
90490,10
90491,17
90492,13
90493,6
90494,8
90495,8
90496,9
90497,6
90498,14
90499,11
90500,4
90501,1
90502,3
90503,8
90504,9
90505,11
90506,20
90507,20
90508,5
90509,3
90510,8
90511,1
90512,20
90513,3
90514,14
90515,8
90516,13
90517,3
90518,2
90519,10
90520,17
90521,8
90522,7
90523,8
90524,5
90525,2
90526,11
90527,13
90528,2
90529,1
90530,9
90531,21
90532,6
90533,14
90534,8
90535,13
90536,3
90537,11
90538,7
90539,13
90540,16
90541,8
90542,8
90543,17
90544,6
90545,12
90546,17
90547,20
90548,6
90549,20
90550,2
90551,6
90552,1
90553,2
90554,20
90555,2
90556,5
90557,2
90558,19
90559,8
90560,1
90561,1
90562,11
90563,1
90564,13
90565,5
90566,7
90567,13
90568,5
90569,6
90570,6
90571,8
90572,4
90573,5
90574,1
90575,6
90576,6
90577,20
90578,10
90579,5
90580,13
90581,8
90582,18
90583,5
90584,4
90585,3
90586,8
90587,8
90588,1
90589,20
90590,1
90591,13
90592,13
90593,14
90594,9
90595,18
90596,20
90597,19
90598,20
90599,17
90600,11
90601,5
90602,2
90603,6
90604,9
90605,2
90606,1
90607,1
90608,4
90609,11
90610,20
90611,4
90612,14
90613,12
90614,9
90615,1
90616,14
90617,6
90618,8
90619,19
90620,20
90621,9
90622,6
90623,20
90624,17
90625,20
90626,13
90627,3
90628,8
90629,14
90630,13
90631,20
90632,10
90633,8
90634,8
90635,17
90636,13
90637,7
90638,15
90639,5
90640,12
90641,2
90642,10
90643,5
90644,10
90645,13
90646,10
90647,14
90648,1
90649,10
90650,17
90651,13
90652,6
90653,3
90654,2
90655,6
90656,12
90657,8
90658,2
90659,6
90660,20
90661,5
90662,13
90663,9
90664,5
90665,7
90666,8
90667,15
90668,11
90669,1
90670,8
90671,15
90672,2
90673,5
90674,18
90675,2
90676,20
90677,2
90678,17
90679,13
90680,13
90681,13
90682,17
90683,11
90684,18
90685,19
90686,19
90687,23
90688,15
90689,1
90690,13
90691,8
90692,13
90693,14
90694,6
90695,8
90696,20
90697,7
90698,13
90699,1
90700,5
90701,20
90702,3
90703,6
90704,8
90705,16
90706,1
90707,12
90708,6
90709,18
90710,11
90711,10
90712,9
90713,19
90714,1
90715,18
90716,1
90717,5
90718,9
90719,13
90720,14
90721,9
90722,20
90723,6
90724,20
90725,13
90726,9
90727,10
90728,8
90729,9
90730,13
90731,1
90732,13
90733,8
90734,6
90735,7
90736,6
90737,10
90738,20
90739,15
90740,14
90741,20
90742,13
90743,20
90744,8
90745,2
90746,5
90747,20
90748,20
90749,20
90750,4
90751,12
90752,6
90753,4
90754,9
90755,13
90756,3
90757,19
90758,1
90759,15
90760,1
90761,8
90762,16
90763,13
90764,11
90765,15
90766,8
90767,4
90768,14
90769,15
90770,1
90771,9
90772,6
90773,5
90774,13
90775,9
90776,10
90777,13
90778,9
90779,1
90780,5
90781,7
90782,5
90783,3
90784,6
90785,1
90786,8
90787,13
90788,10
90789,8
90790,1
90791,20
90792,14
90793,8
90794,18
90795,9
90796,20
90797,11
90798,5
90799,8
90800,3
90801,7
90802,1
90803,13
90804,8
90805,5
90806,2
90807,9
90808,6
90809,8
90810,8
90811,7
90812,10
90813,20
90814,13
90815,8
90816,12
90817,16
90818,13
90819,6
90820,1
90821,13
90822,8
90823,6
90824,3
90825,20
90826,13
90827,8
90828,18
90829,19
90830,16
90831,5
90832,6
90833,6
90834,8
90835,17
90836,6
90837,3
90838,13
90839,16
90840,5
90841,13
90842,15
90843,8
90844,5
90845,8
90846,6
90847,9
90848,9
90849,19
90850,15
90851,12
90852,6
90853,1
90854,20
90855,11
90856,13
90857,14
90858,13
90859,16
90860,13
90861,13
90862,6
90863,20
90864,18
90865,13
90866,1
90867,18
90868,19
90869,6
90870,9
90871,8
90872,11
90873,15
90874,1
90875,10
90876,20
90877,13
90878,14
90879,13
90880,3
90881,9
90882,1
90883,18
90884,8
90885,4
90886,6
90887,1
90888,5
90889,8
90890,11
90891,9
90892,18
90893,16
90894,16
90895,8
90896,11
90897,1
90898,11
90899,1
90900,12
90901,8
90902,1
90903,14
90904,1
90905,11
90906,18
90907,19
90908,13
90909,10
90910,3
90911,11
90912,18
90913,4
90914,1
90915,9
90916,16
90917,20
90918,13
90919,9
90920,19
90921,9
90922,5
90923,20
90924,3
90925,20
90926,11
90927,9
90928,20
90929,5
90930,1
90931,5
90932,2
90933,18
90934,1
90935,8
90936,8
90937,19
90938,20
90939,18
90940,5
90941,13
90942,13
90943,17
90944,10
90945,5
90946,20
90947,20
90948,13
90949,12
90950,1
90951,20
90952,13
90953,13
90954,6
90955,3
90956,3
90957,20
90958,20
90959,16
90960,15
90961,20
90962,2
90963,2
90964,13
90965,8
90966,5
90967,5
90968,8
90969,18
90970,1
90971,15
90972,9
90973,8
90974,5
90975,1
90976,9
90977,4
90978,6
90979,6
90980,3
90981,13
90982,8
90983,5
90984,3
90985,1
90986,5
90987,9
90988,9
90989,9
90990,3
90991,1
90992,18
90993,13
90994,9
90995,1
90996,12
90997,1
90998,3
90999,1
91000,5
91001,14
91002,16
91003,11
91004,6
91005,11
91006,2
91007,5
91008,8
91009,8
91010,8
91011,20
91012,9
91013,9
91014,12
91015,9
91016,15
91017,16
91018,20
91019,6
91020,14
91021,10
91022,9
91023,8
91024,6
91025,3
91026,5
91027,13
91028,13
91029,17
91030,11
91031,3
91032,8
91033,3
91034,1
91035,1
91036,6
91037,13
91038,1
91039,1
91040,13
91041,15
91042,8
91043,18
91044,2
91045,20
91046,8
91047,16
91048,3
91049,11
91050,16
91051,1
91052,3
91053,12
91054,13
91055,20
91056,13
91057,8
91058,20
91059,3
91060,9
91061,9
91062,12
91063,11
91064,12
91065,13
91066,13
91067,11
91068,9
91069,17
91070,6
91071,5
91072,20
91073,1
91074,11
91075,2
91076,7
91077,9
91078,10
91079,16
91080,7
91081,4
91082,3
91083,20
91084,13
91085,13
91086,1
91087,16
91088,19
91089,8
91090,18
91091,13
91092,8
91093,15
91094,13
91095,12
91096,11
91097,8
91098,16
91099,13
91100,12
91101,20
91102,19
91103,20
91104,6
91105,16
91106,6
91107,13
91108,16
91109,17
91110,3
91111,13
91112,5
91113,1
91114,6
91115,10
91116,5
91117,20
91118,20
91119,8
91120,5
91121,13
91122,8
91123,13
91124,10
91125,8
91126,5
91127,2
91128,8
91129,7
91130,1
91131,8
91132,4
91133,16
91134,5
91135,18
91136,13
91137,20
91138,16
91139,3
91140,13
91141,6
91142,13
91143,13
91144,13
91145,6
91146,4
91147,8
91148,11
91149,20
91150,3
91151,20
91152,8
91153,16
91154,5
91155,6
91156,13
91157,16
91158,12
91159,18
91160,15
91161,1
91162,14
91163,14
91164,9
91165,9
91166,17
91167,8
91168,16
91169,2
91170,1
91171,20
91172,20
91173,16
91174,15
91175,20
91176,18
91177,1
91178,11
91179,5
91180,3
91181,20
91182,10
91183,13
91184,5
91185,17
91186,18
91187,13
91188,16
91189,17
91190,5
91191,13
91192,9
91193,8
91194,13
91195,9
91196,13
91197,8
91198,6
91199,14
91200,20
91201,17
91202,9
91203,10
91204,2
91205,8
91206,4
91207,14
91208,10
91209,8
91210,20
91211,10
91212,8
91213,13
91214,13
91215,20
91216,5
91217,17
91218,3
91219,1
91220,6
91221,8
91222,11
91223,1
91224,3
91225,9
91226,1
91227,1
91228,13
91229,5
91230,13
91231,4
91232,2
91233,4
91234,2
91235,5
91236,3
91237,20
91238,20
91239,8
91240,20
91241,9
91242,8
91243,6
91244,2
91245,6
91246,5
91247,18
91248,8
91249,4
91250,18
91251,9
91252,6
91253,20
91254,20
91255,19
91256,3
91257,3
91258,20
91259,2
91260,11
91261,6
91262,13
91263,20
91264,19
91265,3
91266,11
91267,13
91268,12
91269,8
91270,16
91271,20
91272,10
91273,6
91274,13
91275,16
91276,3
91277,7
91278,2
91279,1
91280,18
91281,15
91282,1
91283,18
91284,1
91285,15
91286,13
91287,16
91288,8
91289,18
91290,7
91291,20
91292,6
91293,9
91294,20
91295,8
91296,14
91297,14
91298,5
91299,20
91300,6
91301,9
91302,19
91303,1
91304,8
91305,5
91306,8
91307,11
91308,8
91309,14
91310,10
91311,11
91312,13
91313,9
91314,12
91315,20
91316,11
91317,8
91318,6
91319,11
91320,8
91321,20
91322,12
91323,10
91324,2
91325,9
91326,19
91327,9
91328,5
91329,20
91330,9
91331,13
91332,5
91333,8
91334,9
91335,10
91336,2
91337,3
91338,13
91339,3
91340,8
91341,6
91342,9
91343,1
91344,13
91345,13
91346,20
91347,1
91348,13
91349,13
91350,19
91351,1
91352,20
91353,13
91354,9
91355,14
91356,6
91357,13
91358,21
91359,10
91360,18
91361,4
91362,14
91363,6
91364,1
91365,3
91366,16
91367,1
91368,1
91369,10
91370,18
91371,13
91372,10
91373,13
91374,13
91375,5
91376,8
91377,9
91378,4
91379,13
91380,9
91381,2
91382,5
91383,20
91384,8
91385,3
91386,20
91387,13
91388,13
91389,13
91390,19
91391,11
91392,14
91393,5
91394,13
91395,8
91396,17
91397,8
91398,13
91399,17
91400,13
91401,13
91402,5
91403,1
91404,18
91405,19
91406,6
91407,9
91408,6
91409,3
91410,8
91411,10
91412,16
91413,18
91414,14
91415,17
91416,7
91417,2
91418,19
91419,20
91420,3
91421,1
91422,6
91423,6
91424,8
91425,13
91426,9
91427,11
91428,12
91429,10
91430,17
91431,7
91432,9
91433,1
91434,5
91435,20
91436,5
91437,11
91438,10
91439,18
91440,19
91441,2
91442,19
91443,10
91444,10
91445,12
91446,10
91447,6
91448,9
91449,1
91450,8
91451,2
91452,1
91453,1
91454,9
91455,5
91456,13
91457,9
91458,20
91459,2
91460,5
91461,2
91462,19
91463,8
91464,3
91465,13
91466,1
91467,18
91468,6
91469,8
91470,13
91471,5
91472,20
91473,12
91474,1
91475,11
91476,2
91477,8
91478,13
91479,16
91480,2
91481,13
91482,1
91483,17
91484,13
91485,11
91486,6
91487,8
91488,20
91489,6
91490,19
91491,3
91492,9
91493,9
91494,20
91495,9
91496,17
91497,20
91498,2
91499,16
91500,15
91501,8
91502,6
91503,6
91504,13
91505,11
91506,4
91507,1
91508,8
91509,5
91510,11
91511,3
91512,5
91513,3
91514,5
91515,9
91516,18
91517,7
91518,13
91519,3
91520,8
91521,6
91522,14
91523,14
91524,4
91525,15
91526,6
91527,1
91528,13
91529,13
91530,18
91531,1
91532,10
91533,9
91534,1
91535,1
91536,3
91537,18
91538,8
91539,1
91540,16
91541,13
91542,13
91543,2
91544,5
91545,1
91546,13
91547,10
91548,5
91549,5
91550,14
91551,8
91552,1
91553,8
91554,13
91555,11
91556,10
91557,19
91558,1
91559,20
91560,9
91561,18
91562,7
91563,2
91564,20
91565,11
91566,17
91567,15
91568,11
91569,6
91570,8
91571,19
91572,13
91573,8
91574,14
91575,13
91576,12
91577,4
91578,3
91579,13
91580,6
91581,13
91582,11
91583,14
91584,3
91585,2
91586,9
91587,17
91588,11
91589,13
91590,9
91591,6
91592,14
91593,13
91594,8
91595,13
91596,13
91597,13
91598,10
91599,9
91600,8
91601,12
91602,3
91603,6
91604,17
91605,14
91606,8
91607,13
91608,3
91609,8
91610,8
91611,2
91612,9
91613,13
91614,6
91615,16
91616,1
91617,8
91618,20
91619,15
91620,20
91621,13
91622,1
91623,5
91624,3
91625,1
91626,13
91627,13
91628,13
91629,18
91630,2
91631,14
91632,6
91633,3
91634,5
91635,8
91636,5
91637,8
91638,10
91639,6
91640,13
91641,5
91642,5
91643,8
91644,18
91645,13
91646,14
91647,9
91648,6
91649,3
91650,13
91651,8
91652,3
91653,11
91654,12
91655,20
91656,2
91657,20
91658,5
91659,13
91660,1
91661,20
91662,18
91663,15
91664,5
91665,9
91666,1
91667,1
91668,17
91669,1
91670,10
91671,8
91672,8
91673,15
91674,3
91675,13
91676,13
91677,2
91678,1
91679,4
91680,8
91681,16
91682,18
91683,11
91684,8
91685,1
91686,10
91687,16
91688,8
91689,8
91690,8
91691,3
91692,9
91693,9
91694,16
91695,9
91696,8
91697,10
91698,1
91699,9
91700,1
91701,8
91702,16
91703,5
91704,8
91705,9
91706,8
91707,2
91708,20
91709,20
91710,2
91711,2
91712,20
91713,8
91714,3
91715,14
91716,10
91717,4
91718,3
91719,11
91720,8
91721,3
91722,1
91723,3
91724,1
91725,10
91726,2
91727,13
91728,20
91729,3
91730,11
91731,17
91732,5
91733,20
91734,14
91735,4
91736,12
91737,7
91738,13
91739,2
91740,16
91741,19
91742,2
91743,5
91744,5
91745,13
91746,10
91747,13
91748,19
91749,2
91750,17
91751,6
91752,8
91753,5
91754,18
91755,19
91756,4
91757,8
91758,13
91759,8
91760,13
91761,1
91762,10
91763,6
91764,12
91765,18
91766,17
91767,3
91768,8
91769,15
91770,1
91771,19
91772,20
91773,18
91774,12
91775,1
91776,1
91777,8
91778,2
91779,10
91780,1
91781,18
91782,13
91783,3
91784,5
91785,15
91786,13
91787,6
91788,6
91789,13
91790,14
91791,20
91792,20
91793,20
91794,13
91795,5
91796,13
91797,4
91798,3
91799,10
91800,1
91801,20
91802,15
91803,9
91804,6
91805,13
91806,18
91807,9
91808,7
91809,6
91810,8
91811,13
91812,14
91813,1
91814,3
91815,16
91816,13
91817,9
91818,20
91819,12
91820,18
91821,14
91822,6
91823,8
91824,20
91825,8
91826,12
91827,8
91828,16
91829,20
91830,4
91831,6
91832,20
91833,1
91834,9
91835,13
91836,5
91837,19
91838,3
91839,12
91840,13
91841,3
91842,5
91843,1
91844,8
91845,6
91846,13
91847,8
91848,5
91849,17
91850,12
91851,13
91852,8
91853,20
91854,7
91855,17
91856,8
91857,1
91858,8
91859,13
91860,1
91861,13
91862,5
91863,1
91864,6
91865,13
91866,10
91867,10
91868,5
91869,14
91870,10
91871,12
91872,6
91873,12
91874,4
91875,13
91876,1
91877,18
91878,2
91879,18
91880,6
91881,8
91882,6
91883,14
91884,18
91885,18
91886,20
91887,6
91888,8
91889,13
91890,11
91891,9
91892,13
91893,2
91894,5
91895,5
91896,1
91897,10
91898,5
91899,13
91900,1
91901,6
91902,1
91903,8
91904,17
91905,8
91906,5
91907,5
91908,7
91909,1
91910,2
91911,18
91912,9
91913,14
91914,6
91915,12
91916,3
91917,8
91918,11
91919,8
91920,9
91921,16
91922,10
91923,6
91924,5
91925,5
91926,18
91927,8
91928,13
91929,5
91930,1
91931,6
91932,1
91933,6
91934,1
91935,16
91936,8
91937,2
91938,5
91939,9
91940,1
91941,21
91942,20
91943,8
91944,8
91945,11
91946,20
91947,2
91948,8
91949,8
91950,8
91951,6
91952,20
91953,2
91954,13
91955,5
91956,2
91957,11
91958,5
91959,7
91960,5
91961,9
91962,2
91963,20
91964,17
91965,5
91966,3
91967,1
91968,9
91969,14
91970,10
91971,1
91972,16
91973,11
91974,13
91975,3
91976,11
91977,18
91978,20
91979,10
91980,16
91981,5
91982,11
91983,13
91984,4
91985,7
91986,1
91987,20
91988,16
91989,13
91990,8
91991,6
91992,1
91993,13
91994,19
91995,20
91996,3
91997,6
91998,9
91999,13
92000,20
92001,1
92002,3
92003,17
92004,11
92005,19
92006,13
92007,6
92008,13
92009,8
92010,20
92011,2
92012,18
92013,6
92014,6
92015,13
92016,20
92017,8
92018,3
92019,4
92020,11
92021,8
92022,8
92023,20
92024,8
92025,4
92026,4
92027,8
92028,20
92029,8
92030,13
92031,6
92032,5
92033,17
92034,9
92035,13
92036,20
92037,9
92038,6
92039,12
92040,2
92041,11
92042,8
92043,20
92044,4
92045,1
92046,2
92047,1
92048,8
92049,13
92050,9
92051,5
92052,9
92053,6
92054,3
92055,2
92056,3
92057,17
92058,9
92059,16
92060,8
92061,16
92062,5
92063,10
92064,13
92065,8
92066,20
92067,8
92068,10
92069,20
92070,20
92071,2
92072,13
92073,18
92074,13
92075,13
92076,13
92077,6
92078,11
92079,8
92080,5
92081,1
92082,18
92083,14
92084,6
92085,18
92086,1
92087,8
92088,6
92089,11
92090,13
92091,10
92092,6
92093,1
92094,20
92095,20
92096,20
92097,13
92098,20
92099,2
92100,13
92101,8
92102,14
92103,2
92104,18
92105,18
92106,16
92107,17
92108,20
92109,3
92110,14
92111,1
92112,6
92113,11
92114,7
92115,1
92116,11
92117,8
92118,18
92119,2
92120,7
92121,10
92122,14
92123,8
92124,18
92125,20
92126,1
92127,3
92128,15
92129,13
92130,20
92131,5
92132,8
92133,11
92134,8
92135,13
92136,7
92137,6
92138,2
92139,13
92140,11
92141,6
92142,20
92143,13
92144,17
92145,1
92146,6
92147,13
92148,14
92149,20
92150,10
92151,13
92152,11
92153,1
92154,8
92155,9
92156,17
92157,8
92158,3
92159,4
92160,1
92161,1
92162,2
92163,19
92164,12
92165,2
92166,5
92167,3
92168,8
92169,6
92170,13
92171,13
92172,13
92173,8
92174,5
92175,13
92176,13
92177,11
92178,13
92179,11
92180,1
92181,3
92182,8
92183,3
92184,12
92185,14
92186,8
92187,9
92188,13
92189,1
92190,3
92191,8
92192,5
92193,13
92194,8
92195,4
92196,2
92197,20
92198,20
92199,9
92200,14
92201,9
92202,20
92203,3
92204,8
92205,6
92206,20
92207,18
92208,20
92209,11
92210,17
92211,10
92212,2
92213,6
92214,13
92215,20
92216,9
92217,13
92218,8
92219,8
92220,19
92221,13
92222,14
92223,8
92224,13
92225,16
92226,5
92227,5
92228,9
92229,6
92230,13
92231,1
92232,20
92233,9
92234,12
92235,9
92236,12
92237,20
92238,11
92239,20
92240,16
92241,19
92242,6
92243,8
92244,6
92245,13
92246,2
92247,20
92248,2
92249,4
92250,9
92251,5
92252,8
92253,1
92254,19
92255,17
92256,3
92257,4
92258,11
92259,10
92260,13
92261,5
92262,20
92263,17
92264,14
92265,2
92266,9
92267,17
92268,5
92269,16
92270,2
92271,9
92272,20
92273,13
92274,17
92275,10
92276,5
92277,20
92278,6
92279,11
92280,18
92281,8
92282,1
92283,14
92284,1
92285,20
92286,8
92287,8
92288,8
92289,7
92290,17
92291,18
92292,5
92293,7
92294,18
92295,13
92296,20
92297,5
92298,1
92299,20
